,i,a,e,f,g
21,4.5764720232710445,6978.000004385316,6.284488796112024e-10,3.1763735522036263e-22,0.0
22,4.576472023261402,6978.000004525899,6.48595491523834e-10,-3.1763735522036263e-22,0.0
23,4.576472023251758,6978.000004666482,6.687419925908604e-10,4.235164736271502e-22,9.094947017729282e-13
24,4.576472023242115,6978.000004807065,6.888887674849692e-10,-1.852884572118782e-22,0.0
25,4.576472023232471,6978.000004947648,7.090354088081752e-10,3.705769144237564e-22,-9.094947017729282e-13
26,4.576472023222828,6978.000005088233,7.291820687818671e-10,-3.1763735522036263e-22,0.0
27,4.576472023213184,6978.000005228816,7.493287464370391e-10,2.9116757561866574e-22,0.0
28,4.576472023203541,6978.000005369399,7.694754249677576e-10,-2.9116757561866574e-22,0.0
29,4.576472023193897,6978.000005509982,7.896219894211423e-10,3.705769144237564e-22,-9.094947017729282e-13
30,4.576472023184254,6978.000005650566,8.09768686670624e-10,-3.970466940254533e-22,0.0
31,4.5764720231746105,6978.000005791149,8.299154002777201e-10,2.6469779601696886e-22,0.0
32,4.576472023164968,6978.0000059317335,8.500621287950562e-10,-4.499862532288471e-22,0.0
33,4.576472023155324,6978.000006072317,8.702087394229077e-10,1.0587911840678754e-22,0.0
34,4.576472023145681,6978.000006212901,8.903556049424203e-10,-6.088049308390284e-22,0.0
35,4.576472023136037,6978.0000063534835,9.105021028450662e-10,1.3234889800848443e-22,0.0
36,4.576472023126394,6978.000006494068,9.306488725605503e-10,-5.558653716356346e-22,0.0
37,4.57647202311675,6978.000006634652,9.507956464801225e-10,-1.0587911840678754e-22,0.0
38,4.576472023107106,6978.000006775235,9.709423066798086e-10,5.293955920339377e-22,0.0
39,4.576472023097463,6978.0000069158195,9.910891015173394e-10,-2.3822801641527197e-22,0.0
40,4.5764720230878195,6978.000007056404,1.011235778742617e-09,3.705769144237564e-22,9.094947017729282e-13
41,4.576472023078177,6978.000007196987,1.0313824727269556e-09,-3.1763735522036263e-22,9.094947017729282e-13
42,4.576472023068533,6978.000007337571,1.0515292999874078e-09,2.6469779601696886e-22,0.0
43,4.57647202305889,6978.000007478156,1.0716761346565246e-09,-5.558653716356346e-22,0.0
44,4.576472023049246,6978.00000761874,1.09182285733455e-09,2.6469779601696886e-23,0.0
45,4.576472023039602,6978.000007759324,1.111969589992032e-09,5.823351512373315e-22,0.0
46,4.576472023029959,6978.000007899908,1.1321164605382708e-09,-1.852884572118782e-22,-9.094947017729282e-13
